categoria|status|monto|nog|nit_proveedor|nit_comprador|descripcion|fecha_publicada|modalidad_compra|tipo_ofertas|fecha_presentacion_ofertas|nombre_comprador|unidades|fecha_adjudicada|fecha_cierre_ofertas
Textiles, ropa y calzado|Terminado adjudicado|Q90,000.00|4899253|86068733|6180221|Compra de Implementos Deportivos de Bádminton, Tarros de Gallos de Pluma de Ganso, Tarros de Gallos de Plástico, Raquetas de Bádminton para la Federación Nacional de Bádminton de Guatemala|23.mayo.2016 Hora:9:35:31 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|25.mayo.2016 Hora:10:00:00 a. m.|FEDERACION NACIONAL DE BADMINTON DE GUATEMALA|3|01.junio.2016 Hora:5:47:49 p. m.|25.mayo.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q2,625.00|4903382|5208297|2342855|PEDIDO 1412/2016|20.mayo.2016 Hora:7:55:36 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:8:00:00 a. m.|POLICLINICA|1|01.junio.2016 Hora:8:36:11 a. m.|27.mayo.2016 Hora:8:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q10,714.29|4913590|5801338|2342855|"EVENTO 2715/2016. SONDA NASOGÁSTRICA DE ALIMENTACION ENTERAL, CON GUÍA, CON PUNTA DE TUNGSTENO, No.6 FR X 40 A 46"", CON RECUBIERTA INTERNA LUBRICANTE DE HIDROMERO HIDROFÍLICO, DE POLIURETANO, CON LÍNE"|23.mayo.2016 Hora:2:23:14 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|26.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ENFERMEDADES|1|01.junio.2016 Hora:10:58:35 a. m.|26.mayo.2016 Hora:8:30:00 a. m.
1. Muebles y mobiliario de oficina~2. Salud e insumos hospitalarios~3. Otros tipos de bienes o servicios|Terminado adjudicado|Q169.64|4880757|4066154|2342855|ESTETOSCOPIO DE DOBLE CAMPANA. P801R|16.mayo.2016 Hora:5:09:52 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.mayo.2016 Hora:8:30:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|01.junio.2016 Hora:11:34:31 a. m.|20.mayo.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q336.00|4930533|39796558|2342855|CODIGO IGSS 73, Dicloxacilina sódica, Cápsula 500 mg|25.mayo.2016 Hora:2:53:10 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:8:30:00 a. m.|"CENTRO DE ATENCIÓN MÉDICA INTEGRAL PARA PENSIONADOS ""CAMIP 3 ZUNIL"""|1|01.junio.2016 Hora:11:07:13 a. m.|30.mayo.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q73.07|4870778|22339655|2342855|EVENTO 723/2016, DIAZEPAM, SOLUCION INYECTABLE 5 MG/ML VIAL O AMPOLLA 2 ML|13.mayo.2016 Hora:2:00:21 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.mayo.2016 Hora:10:00:00 a. m.|"UNIDAD DE CONSULTA EXTERNA DE ESPECIALIDADES MEDICO-QUIRURGICAS ""GERONA"""|1|01.junio.2016 Hora:11:23:02 a. m.|17.mayo.2016 Hora:10:30:00 a. m.
Papelería y artículos de librería|Terminado adjudicado|Q8,053.13|4929837|25212087|2342855|PAPEL PARA FOTOCOPIADORA TAMAÑO OFICIO, RESMA|25.mayo.2016 Hora:12:02:04 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:12:00:00 p. m.|HOSPITAL DE QUETZALTENANGO|1|01.junio.2016 Hora:10:22:06 a. m.|30.mayo.2016 Hora:12:30:00 p. m.
Construcción y materiales afines|Terminado adjudicado|Q807,535.78|4825462|14875748|2289520|MEJORAMIENTO CARRETERA Caserío Tierra Blanca a Caserío La Unión, CANTÓN SAN JOSE BUENA VISTA, JUTIAPA, JUTIAPA|14.mayo.2016 Hora:12:41:32 p. m.|Cotización (Art. 38 LCE)|Sólo en papel.|26.mayo.2016 Hora:12:00:00 p. m.|OFICINA DE PROYECTOS MUNI|1|01.junio.2016 Hora:5:04:52 p. m.|26.mayo.2016 Hora:12:30:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q12,321.43|4903706|26654113|2342855|PEDIDO 1462/2016|20.mayo.2016 Hora:8:44:04 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:8:00:00 a. m.|POLICLINICA|1|01.junio.2016 Hora:12:07:38 p. m.|30.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q2,781.07|4789601|8163294|2342855|COD. 363 Dexametasona fosfato o difosfato con Neomicina sulfato , Solución 0.1 % y 0.35 %, frasco gotero 7.5 ml. SEGUNDA PROGRAMACION CUATRIMESTRAL 2016. ANEXAR INSCRIPCION DE GUATECOMPRAS, REG. SANIT|28.abril.2016 Hora:10:05:20 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|03.mayo.2016 Hora:10:00:00 a. m.|HOSPITAL DE ESCUINTLA|1|01.junio.2016 Hora:10:51:57 a. m.|03.mayo.2016 Hora:10:30:00 a. m.
Alimentos y semillas|Terminado adjudicado|Q22,006.07|4884795|63565781|2342855|PIÑA CORRESPONDIENTE A JUNIO, JULIO, AGOSTO 2016.|17.mayo.2016 Hora:2:26:44 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:11:30:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|01.junio.2016 Hora:11:15:24 a. m.|19.mayo.2016 Hora:12:00:00 p. m.
1. Electricidad y aire acondicionado~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q7,567.41|4892399|6039022|2342855|s/c accesorios y materiales eléctricos. Segunda programación cuatrimestral. anexar: inscripción en Guatecompras, patentes de comercio, cotización y otros documentos de soporte. ver listado adjunto.|18.mayo.2016 Hora:12:31:01 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.mayo.2016 Hora:12:00:00 p. m.|HOSPITAL DE ESCUINTLA|10|01.junio.2016 Hora:9:05:06 a. m.|20.mayo.2016 Hora:12:30:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q17,700.00|4937899|4751124|2318024|ADQUISICIÓN DE CLORFENIRAMINA, LIDOCAINA DENTAL, LOSARTAN, METILERGONOVINA, TRAMADOL,  INMUNOGLOBULINA, ANFOTERICINA B Y FENITOÍNA SÓDICA PARA USO DEL HOSPITAL DE LA AMISTAD JAPÓN GUATEMALA.|26.mayo.2016 Hora:4:23:31 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE PUERTO BARRIOS|8|01.junio.2016 Hora:11:31:27 a. m.|30.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q10,000.00|4937899|25038923|2318024|ADQUISICIÓN DE CLORFENIRAMINA, LIDOCAINA DENTAL, LOSARTAN, METILERGONOVINA, TRAMADOL,  INMUNOGLOBULINA, ANFOTERICINA B Y FENITOÍNA SÓDICA PARA USO DEL HOSPITAL DE LA AMISTAD JAPÓN GUATEMALA.|26.mayo.2016 Hora:4:23:31 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE PUERTO BARRIOS|8|01.junio.2016 Hora:11:31:27 a. m.|30.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q3,984.00|4937899|5108667|2318024|ADQUISICIÓN DE CLORFENIRAMINA, LIDOCAINA DENTAL, LOSARTAN, METILERGONOVINA, TRAMADOL,  INMUNOGLOBULINA, ANFOTERICINA B Y FENITOÍNA SÓDICA PARA USO DEL HOSPITAL DE LA AMISTAD JAPÓN GUATEMALA.|26.mayo.2016 Hora:4:23:31 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE PUERTO BARRIOS|8|01.junio.2016 Hora:11:31:27 a. m.|30.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q3,900.00|4937899|8163294|2318024|ADQUISICIÓN DE CLORFENIRAMINA, LIDOCAINA DENTAL, LOSARTAN, METILERGONOVINA, TRAMADOL,  INMUNOGLOBULINA, ANFOTERICINA B Y FENITOÍNA SÓDICA PARA USO DEL HOSPITAL DE LA AMISTAD JAPÓN GUATEMALA.|26.mayo.2016 Hora:4:23:31 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE PUERTO BARRIOS|8|01.junio.2016 Hora:11:31:27 a. m.|30.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q210.00|4937899|2937913|2318024|ADQUISICIÓN DE CLORFENIRAMINA, LIDOCAINA DENTAL, LOSARTAN, METILERGONOVINA, TRAMADOL,  INMUNOGLOBULINA, ANFOTERICINA B Y FENITOÍNA SÓDICA PARA USO DEL HOSPITAL DE LA AMISTAD JAPÓN GUATEMALA.|26.mayo.2016 Hora:4:23:31 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE PUERTO BARRIOS|8|01.junio.2016 Hora:11:31:27 a. m.|30.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q90,000.00|4856872|41581687|24128686|4 IMPLANTES PARA ARTROPLASTIA TOTAL DE CADERA|17.mayo.2016 Hora:5:08:04 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:10:00:00 a. m.|FUNDACIÓN GUATEMALTECO AMERICANA DE CIRUGÍA ORTOPÉDICA AVANZADA (FUNDAORTO)|1|01.junio.2016 Hora:3:21:16 p. m.|19.mayo.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,431.00|4900278|5999030|2342855|PEDIDO 1121/2016|19.mayo.2016 Hora:11:12:56 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|26.mayo.2016 Hora:8:00:00 a. m.|POLICLINICA|1|01.junio.2016 Hora:10:41:41 a. m.|26.mayo.2016 Hora:8:30:00 a. m.
Transporte, repuestos y combustibles|Terminado adjudicado|Q61,600.00|4952111|78103843|3441008|Tour operador que preste los servicios turísticos según itinerario en términos adjuntos, del 2 al 6/6/2016, para la gira de prensa y familiarizacion Guatemagica, El Salvador y Guatemala pa/10 personas|30.mayo.2016 Hora:5:54:27 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|01.junio.2016 Hora:1:35:00 p. m.|SECCIÓN DE COMPRAS|1|01.junio.2016 Hora:3:20:27 p. m.|01.junio.2016 Hora:2:05:00 p. m.
Construcción y materiales afines|Terminado adjudicado|Q509,997.92|4831306|16150287|4166825|MEJORAMIENTO CAMINO RURAL SECTOR IGLESIA EVANGELIO COMPLETO ALDEA TZUCUBAL, SANTA CATARINA IXTAHUACAN, SOLOLA.|18.mayo.2016 Hora:7:04:26 p. m.|Cotización (Art. 38 LCE)|Sólo en papel.|31.mayo.2016 Hora:8:00:00 a. m.|MUNICIPALIDAD DE SANTA CATARINA IXTAHUACÁN|5|01.junio.2016 Hora:4:22:58 p. m.|31.mayo.2016 Hora:8:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q45,000.00|4943988|30428378|2318024|ADQUISICIÓN DE TIOGLICOLATO,  MSPAS 2016-ROO-CD-1544.|27.mayo.2016 Hora:4:41:46 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|31.mayo.2016 Hora:9:30:00 a. m.|HOSPITAL ROOSEVELT|1|01.junio.2016 Hora:1:41:41 p. m.|31.mayo.2016 Hora:10:00:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q89,375.70|4880587|66462592|4976339|CONSERVACION DE CALLE SECTOR EL PARQUE, ALDEA CHOCOLA, SAN PABLO JOCOPILAS, SUCHITEPEQUEZ|16.mayo.2016 Hora:2:53:28 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:9:00:00 a. m.|MUNICIPALIDAD DE SAN PABLO JOCOPILAS SUCHITEPEQUEZ|3|01.junio.2016 Hora:11:13:18 a. m.|18.mayo.2016 Hora:9:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q89,965.12|4911148|320811|2342855|Clopidogrel, Tableta 75 mg|20.mayo.2016 Hora:4:54:49 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|24.mayo.2016 Hora:8:00:00 a. m.|CENTRO DE ATENCION MEDICA INTEGRAL PARA PENSIONADOS (CAMIP)|1|01.junio.2016 Hora:3:19:57 p. m.|24.mayo.2016 Hora:8:30:00 a. m.
Otros tipos de bienes o servicios|Terminado adjudicado|Q20,722.00|4927915|37227114|2318024|ADQUISICION DE TONER DE IMPRESORAS PARA EL HOSPITAL REGIONAL DE ZACAPA|25.mayo.2016 Hora:8:42:08 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:8:30:00 a. m.|HOSPITAL REGIONAL DE ZACAPA|14|01.junio.2016 Hora:11:30:30 a. m.|27.mayo.2016 Hora:9:00:00 a. m.
Otros tipos de bienes o servicios|Terminado adjudicado|Q9,508.00|4927915|7127170|2318024|ADQUISICION DE TONER DE IMPRESORAS PARA EL HOSPITAL REGIONAL DE ZACAPA|25.mayo.2016 Hora:8:42:08 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:8:30:00 a. m.|HOSPITAL REGIONAL DE ZACAPA|14|01.junio.2016 Hora:11:30:30 a. m.|27.mayo.2016 Hora:9:00:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q2,785.71|4932315|45334544|2342855|Dobutamina, Solución inyectable 12.5 mg/ml vial o ampolla 20 ml|25.mayo.2016 Hora:3:55:22 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|01.junio.2016 Hora:12:22:08 p. m.|30.mayo.2016 Hora:8:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q36,300.00|4943910|30428378|2318024|ADQUISICIÓN DE BACILOS GRAM POSITIVO IDENTIFICACIÓN MAS REACTIVOS COMPLETOS, MSPAS 2016-ROO-CD-1543.|27.mayo.2016 Hora:4:43:14 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|31.mayo.2016 Hora:9:30:00 a. m.|HOSPITAL ROOSEVELT|1|01.junio.2016 Hora:1:43:58 p. m.|31.mayo.2016 Hora:10:00:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q27,976.00|4913612|575461|2342855|"EVENTO 2716/2016. PELÍCULA RADIOGRÁFICA DE 14"" X 17"" CAJA DE 100 PELÍCULAS"|23.mayo.2016 Hora:2:23:43 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|26.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ENFERMEDADES|1|01.junio.2016 Hora:10:23:37 a. m.|26.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q3,660.71|4764838|65488180|2342855|MATERIAL DE OSTEOSINTESIS PARA EL PACIENTE WILLIAM OROZCO MENDEZ, AFILIACION 183077999, FECHA DE OPERACION 20/04/2016 SOLICITA DR. DIEGO ORDOÑEZ|18.abril.2016 Hora:9:19:12 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.abril.2016 Hora:8:00:00 a. m.|HOSPITAL DE ESCUINTLA|4|01.junio.2016 Hora:2:55:41 p. m.|20.abril.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q83,850.00|4932706|41274989|2318024|COMPRA DE  GASA QUIRURGICA PARA EL HOSPITAL REGIONAL DE OCCIDENTE|25.mayo.2016 Hora:4:14:39 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL REGIONAL DE OCCIDENTE QUETZALTENANGO|1|01.junio.2016 Hora:3:57:46 p. m.|27.mayo.2016 Hora:8:30:00 a. m.
1. Limpieza, fumigación y artículos afines~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q78,960.00|4905121|70468184|3378284|Contratación del Servicio de Fumigación  para el Control de Plagas en Instalaciones del Ministerio de Finanzas Públicas.|20.mayo.2016 Hora:9:52:05 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|25.mayo.2016 Hora:3:00:00 p. m.|DIRECCIÓN DE ASUNTOS ADMINISTRATIVOS|1|01.junio.2016 Hora:10:16:29 a. m.|25.mayo.2016 Hora:3:30:00 p. m.
Alimentos y semillas|Terminado adjudicado|Q34,714.29|4885376|63565781|2342855|MANZANA FRUTA CORRESPONDIENTE A JUNIO, JULIO Y AGOSTO 2016.|17.mayo.2016 Hora:2:31:21 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:11:30:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|01.junio.2016 Hora:11:30:38 a. m.|19.mayo.2016 Hora:12:00:00 p. m.
Construcción y materiales afines|Terminado adjudicado|Q85,750.00|4708326|63378655|6624421|COMPRA DE MATERIALES AFINES A LA CONSTRUCCIÓN.|31.marzo.2016 Hora:7:01:17 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|04.abril.2016 Hora:9:30:00 a. m.|ENCARGADO DE COMPRAS|5|01.junio.2016 Hora:9:42:14 a. m.|04.abril.2016 Hora:10:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q6,600.75|4928547|7477279|2342855|CODIGO IGSS 2,090 VALERATO DE ESTRADIOL, TABLETA O CÁPSULA DE 1 MG, ENVASE CALENDARIO|25.mayo.2016 Hora:9:51:53 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:10:00:00 a. m.|"CENTRO DE ATENCIÓN MÉDICA INTEGRAL PARA PENSIONADOS ""CAMIP 3 ZUNIL"""|1|01.junio.2016 Hora:11:17:31 a. m.|27.mayo.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q88,516.07|4941608|7477279|2342855|EVENTO 2835/16 FACTOR ANTIHEMOFILICO RECOMBINANTE POLVO 250 UI/2.5 ML VIAL. KIT SEGÚN AMPARO 37/2016|27.mayo.2016 Hora:1:10:42 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|31.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ENFERMEDADES|1|01.junio.2016 Hora:2:30:03 p. m.|31.mayo.2016 Hora:8:30:00 a. m.
1. Papelería y artículos de librería~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q33,000.00|4934261|45874379|3377725|150,000 UNIDADES / SOBRES PARA CD|26.mayo.2016 Hora:11:54:56 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|31.mayo.2016 Hora:11:30:00 a. m.|UNIDAD DE COMPRAS REGIONAL DE QUETZALTENANGO|1|01.junio.2016 Hora:10:28:23 a. m.|31.mayo.2016 Hora:12:00:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q12,951.90|4947851|5868874|2342855|ESOMEPRAZOL TABLETAS RECUBIERTA SIMPLE O ENTERICA 20 MG.|30.mayo.2016 Hora:12:12:55 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|01.junio.2016 Hora:8:30:00 a. m.|CONSULTORIO JALAPA, JALAPA|1|01.junio.2016 Hora:10:48:29 a. m.|01.junio.2016 Hora:9:00:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q17,372.75|4934105|22216235|3377725|MATERIALES DE CONSTRUCCIÓN VARIOS: PARA SANTA CATARINA IXTAHUACAN, SOLOLA.|26.mayo.2016 Hora:10:45:50 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|31.mayo.2016 Hora:10:00:00 a. m.|UNIDAD DE COMPRAS REGIONAL DE QUETZALTENANGO|8|01.junio.2016 Hora:10:19:39 a. m.|31.mayo.2016 Hora:10:30:00 a. m.
Limpieza, fumigación y artículos afines|Terminado adjudicado|Q300,000.00|4838025|61484091|6180825|"1000 sacos de fertilizante para ""SUBSIDIO DE FERTILIZANTE PARA AGRICULTORES DEL MUNICIPIO DE PARRAMOS, CHIMALTENANGO"|13.mayo.2016 Hora:12:26:35 p. m.|Cotización (Art. 38 LCE)|Sólo en papel.|26.mayo.2016 Hora:9:30:00 a. m.|UNIDAD COMPRADORA|1|01.junio.2016 Hora:11:37:53 a. m.|26.mayo.2016 Hora:10:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q80.62|4843967|5686792|2342855|P-947 C-602 DIGOXINA, TABLETA 0.25 MG|11.mayo.2016 Hora:1:28:08 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|13.mayo.2016 Hora:1:30:00 p. m.|UNIDAD PERIFERICA ZONA 5|1|01.junio.2016 Hora:6:10:49 a. m.|13.mayo.2016 Hora:2:00:00 p. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q85,446.43|4927044|671517|2342855|HEPATITIS C ANTIGENO, REACTIVO PARA LA DETERMINACION DE. PRUEBA|24.mayo.2016 Hora:4:42:09 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|01.junio.2016 Hora:4:43:15 p. m.|30.mayo.2016 Hora:8:30:00 a. m.
Computación y telecomunicaciones|Terminado adjudicado|Q376,500.00|4720709|37391917|320587|Suministro de monitores para computadora de escritorios|04.mayo.2016 Hora:5:39:33 p. m.|Cotización (Art. 38 LCE)|Sólo en papel.|19.mayo.2016 Hora:10:00:00 a. m.|UNIDAD DE PROVEEDURIA - COMPRAS Y CONTROL PRESUPUESTARIO DE EGRESOS|1|01.junio.2016 Hora:12:47:55 p. m.|19.mayo.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q4,015.63|4914392|5854229|2342855|COD. 71 Dicloxacilina sódica, Polvo para suspensión 125 mg/5 ml frasco 60 ml. SEGUNDA PROGRAMACION CUATRIMESTRAL 2016, ANEXAR INSCRIPCION DE GUATECOMPRAS, REGISTRO SANITARIO VIGENTE Y COTIZACION.|25.mayo.2016 Hora:8:56:30 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:10:00:00 a. m.|HOSPITAL DE ESCUINTLA|1|01.junio.2016 Hora:11:01:53 a. m.|27.mayo.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q79,750.00|4941861|26952394|2318024|MSPAS No. 2016-HMA-CD83 ADQUISICIÓN DE MEDICAMENTOS PARA EL HOSPITAL DE MAZATENANGO.|27.mayo.2016 Hora:11:45:30 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|31.mayo.2016 Hora:10:00:00 a. m.|HOSPITAL NACIONAL MAZATENANGO|2|01.junio.2016 Hora:2:43:25 p. m.|31.mayo.2016 Hora:10:30:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q860,021.15|4825314|14875748|2289520|MEJORAMIENTO CARRETERA ALDEA EL CUJE A CASERÍO TRES CEIBAS, CANTÓN SAN JOSE BUENA VISTA, JUTIAPA, JUTIAPA|14.mayo.2016 Hora:11:51:05 a. m.|Cotización (Art. 38 LCE)|Sólo en papel.|26.mayo.2016 Hora:10:00:00 a. m.|OFICINA DE PROYECTOS MUNI|1|01.junio.2016 Hora:4:24:50 p. m.|26.mayo.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q6,695.00|4931378|67680895|2342855|PENICILINA G SODICA CRISTALINA (BENCILPENICILINA), POLVO PARA USO PARENTERAL 1,000,000 UI, VIAL. COD. IGSS 27.|25.mayo.2016 Hora:3:23:15 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|31.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL DE RETALHULEU|1|01.junio.2016 Hora:10:26:41 a. m.|31.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q37,750.00|4933575|39796558|2318024|ADQUISICIÓN DE MEDICAMENTOS PARA EL SISTEMA MUSCULOESQUELÉTICO Y SISTEMA NERVIOSO, PARA LA DIRECCIÓN DE ÁREA DE SALUD DE PETÉN SUR OCCIDENTE.|26.mayo.2016 Hora:7:29:43 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:3:00:00 p. m.|DIRECCIÓN DE ÁREA DE SALUD DE PETÉN SUR OCCIDENTE|3|01.junio.2016 Hora:2:30:42 p. m.|30.mayo.2016 Hora:3:30:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q21,800.00|4933575|8163294|2318024|ADQUISICIÓN DE MEDICAMENTOS PARA EL SISTEMA MUSCULOESQUELÉTICO Y SISTEMA NERVIOSO, PARA LA DIRECCIÓN DE ÁREA DE SALUD DE PETÉN SUR OCCIDENTE.|26.mayo.2016 Hora:7:29:43 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|30.mayo.2016 Hora:3:00:00 p. m.|DIRECCIÓN DE ÁREA DE SALUD DE PETÉN SUR OCCIDENTE|3|01.junio.2016 Hora:2:30:42 p. m.|30.mayo.2016 Hora:3:30:00 p. m.
